Timestamp,State,Are you attending National Convention 2021 in person?,Party,Have you decided on a presidential ticket?,Vote,Are you open to changing your mind?,Which of these factors most greatly influences your decision to support a specific Presidential ticket?,What do you value most in a candidate?,Are you more likely to cast your vote based upon an individual or a message?,Do you have a personal Instagram account?,How important is a candidate's social media presence?,Which of the following influences your vote the most?,How many years have you been involved with TeenPact?,Which of the following candidate's names do you recognize?
5/18/2021 15:16:38,Texas,No,Perseverance,Yes,Luke Willson/Noah Diaz,Yes,Prior relationship with candidates,Leads by example,Individual,No,Not at all,Campaign team members,2-3,"Jeffrey Baker, Walter Baldwin, Beth Berry, Bruce Bigler, Noah Diaz, Wyatt Dillard, Myra Ehrenberg, Gabrielle Erickson, Marisa Garcia, Caleb Griffin, Trevor Harrison, Madison Hunsucker, Brooklyn Manning, Grant May, Jamison Murabito, Marco Pineda, Noah Powers, Cassie Sawyer, John Sprayberry, Luke Willson, Leah Wilson, Ethan Wright"
5/18/2021 15:17:47,Ohio,Yes,Vision,Yes,Elise Hof/Brock Freeland,Yes,Campaign team outreach,Leads by example,Message,Yes,Very,Social Media presence,2-3,"Caroline Allen, Walter Baldwin, Sarah Botti, Libby Bova, Reese Chatman, Noah Diaz, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Elise Hof, Grant May, Noah Powers, Lillian Savage, Cassie Sawyer, Caleb Shirk, Lauren Wagner, Ethan Wright, Max Zepeda"
5/18/2021 15:21:51,Georgia,Yes,Perseverance,No,Undecided,Yes,Personal interaction at National Convention,Humility,Individual,Yes,Slightly,Social Media presence,This is my first year,"Jeffrey Baker, Bruce Bigler, Austin Blackard, Sarah Botti, Reese Chatman, Noah Diaz, Lara Doorn, Eden Edwards, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Noah Kent, Caleb Knapp, Brooklyn Manning, Jamison Murabito, Nathaniel Olaires, Marco Pineda, Noah Powers, Brennan Roub, Lillian Savage, John Sprayberry, Wynn Waldbeser, Luke Willson, Chloe Jo Woodell, Max Zepeda"
5/18/2021 15:22:51,Mississippi,Yes,Compassion,Yes,Walt Baldwin/Cassie Sawyer,Yes,Personal interaction at National Convention,Honesty,Individual,Yes,Slightly,Campaign team members,2-3,"Caroline Allen, Jeffrey Baker, Walter Baldwin, Noah Diaz, Wyatt Dillard, Myra Ehrenberg, Evie Erickson, Marisa Garcia, Caleb Griffin, Madison Hunsucker, Noah Kent, Daniel McCarthy, Nathaniel Olaires, Rhianna Philcox, Noah Powers, Cassie Sawyer"
5/18/2021 15:24:26,Hawaii,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,Yes,Social media presence,Humility,Message,Yes,Very,Social Media presence,This is my first year,"Caroline Allen, Jeffrey Baker, Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Griffin, Caleb Hahn, Trevor Harrison, Victoria Hemphill, Elise Hof, Madison Hunsucker, John Jordan, Noah Kent, Caleb Knapp, Joseph Lasseter, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Rhianna Philcox, Marco Pineda, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Rose Schumacher, Jed Sicilia, John Sprayberry, Sarah Strozier, Linnea Stuart, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 15:25:22,Pennsylvania,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,No,Prior relationship with candidates,Humility,Individual,Yes,Very,Social Media presence,6+,"Caroline Allen, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Noah Diaz, Heidi Dillow, Eden Edwards, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Noah Kent, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, Corban Smith, John Sprayberry, Linnea Stuart, Lauren Wagner, Wynn Waldbeser, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 15:27:55,Nebraska,Yes,Perseverance,No,Undecided,Yes,Personal interaction at National Convention,Honesty,Individual,Yes,Very,Elections Hall Table Set-up,This is my first year,"Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Noah Diaz, Heidi Dillow, Lara Doorn, Eden Edwards, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Griffin, Victoria Hemphill, Elise Hof, Brooklyn Manning, Grant May, Daniel McCarthy, Hannah Nelson, Noah Powers, Lillian Savage, Jed Sicilia, John Sprayberry, Linnea Stuart, Elizabeth Williams, Luke Willson"
5/18/2021 15:28:17,Oregon,No,N/A,No,Luke Willson/Noah Diaz,Yes,Social media presence,Open-mindedness,Individual,Yes,Very,Social Media presence,4-5,"Madalyn Bizak, Sarah Botti, Reese Chatman, Noah Diaz, Brock Freeland, Caleb Hahn, Elise Hof, Cassie Sawyer, Whitnie Yoder, Max Zepeda"
5/18/2021 15:29:04,Florida,Yes,Compassion,Yes,Luke Willson/Noah Diaz,No,Prior relationship with candidates,Open-mindedness,Individual,Yes,Slightly,Campaign team members,2-3,"Caroline Allen, Libby Bova, Noah Diaz, Gabrielle Erickson, Lydia Graham, Caleb Griffin, Noah Kent, Caleb Knapp, Logan Koerner, Brennan Roub, Lauren Wagner, Elizabeth Williams, Luke Willson, Ethan Wright, Whitnie Yoder"
5/18/2021 15:29:48,Florida,Yes,Compassion,No,Ethan Wright/Lauren Wagner,Yes,Personal interaction at National Convention,Humility,Message,Yes,Very,Social Media presence,2-3,"Sarah Botti, Reese Chatman, Noah Diaz, Myra Ehrenberg, Evie Erickson, Tara Beth Forehand, Brock Freeland, Elise Hof, John Jordan, Daniel McCarthy, Hannah Nelson, Brennan Roub, Lillian Savage, Linnea Stuart, Lauren Wagner, Ethan Wright, Whitnie Yoder"
5/18/2021 15:32:37,Georgia,Yes,Perseverance,No,Tara Beth Forehand/Lydia Graham,Yes,Performance during debates,Leads by example,Individual,No,Not at all,Campaign team members,4-5,"Reese Chatman, Myra Ehrenberg, Tara Beth Forehand, Nathaniel Olaires, John Sprayberry, Wynn Waldbeser"
5/18/2021 15:35:25,South Dakota,No,N/A,Yes,Tara Beth Forehand/Lydia Graham,No,Prior relationship with candidates,Humility,Individual,Yes,Slightly,Campaign team members,6+,"Caroline Allen, Walter Baldwin, Beth Berry, Sarah Botti, Libby Bova, Reese Chatman, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Griffin, Victoria Hemphill, Micah Hill, Elise Hof, John Jordan, Noah Kent, Joseph Lasseter, Tylah Lynn, Grant May, Daniel McCarthy, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Marco Pineda, Noah Powers, Lillian Savage, Corban Smith, Lauren Wagner, Luke Willson, Leah Wilson, Chloe Jo Woodell, Ethan Wright, Max Zepeda"
5/18/2021 15:37:46,Arkansas,No,N/A,No,Undecided,Yes,Performance during debates,Leads by example,Individual,Yes,Very,Campaign team members,6+,"Caroline Allen, Jackson Archer, Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Reese Chatman, Noah Diaz, Heidi Dillow, Lara Doorn, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Caleb Griffin, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Marco Pineda, Lillian Savage, Cassie Sawyer, Macie Smith, Lauren Wagner, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 15:38:40,Oklahoma,Yes,Vision,Yes,Noah Powers/Trevor Harrison,No,Campaign team outreach,Likeability/humor,Message,No,Slightly,Campaign merchandise,This is my first year,"Caroline Allen, Bruce Bigler, Sarah Botti, Reese Chatman, Heidi Dillow, Dannen Farabee, Tara Beth Forehand, Trevor Harrison, Elise Hof, Madison Hunsucker, Noah Kent, Brooklyn Manning, Grant May, Daniel McCarthy, Noah Powers, Lillian Savage, John Sprayberry, Whitnie Yoder, Max Zepeda"
5/18/2021 15:38:48,Connecticut,Yes,Perseverance,No,Undecided,Yes,Performance during debates,Good listener,Individual,Yes,Slightly,Elections Hall Table Set-up,2-3,"Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Reese Chatman, Noah Diaz, Heidi Dillow, Evie Erickson, Tara Beth Forehand, Brock Freeland, Caleb Hahn, Elise Hof, John Jordan, Grant May, Daniel McCarthy, Hannah Nelson, Brennan Roub, Lillian Savage, Caleb Shirk, Macie Smith, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 15:39:29,Indiana,No,N/A,No,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Honesty,Individual,Yes,Not at all,Social Media presence,6+,Noah Diaz
5/18/2021 15:42:46,Pennsylvania,Yes,Perseverance,No,Undecided,Yes,Performance during debates,Leads by example,Individual,Yes,Slightly,Campaign team members,This is my first year,"Noah Diaz, Marisa Garcia, Lillian Savage, Caleb Shirk, Jacques Thibodeaux"
5/18/2021 15:43:15,Texas,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,Yes,Prior relationship with candidates,Open-mindedness,Individual,Yes,Very,Social Media presence,4-5,"Jeffrey Baker, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Brooks Breedlove, Jake Brietzke, Reese Chatman, Noah Diaz, Heidi Dillow, Lara Doorn, Eden Edwards, Myra Ehrenberg, Evie Erickson, Tara Beth Forehand, Brock Freeland, Caleb Hahn, Victoria Hemphill, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Grant May, Daniel McCarthy, Jamison Murabito, Nathaniel Olaires, Rhianna Philcox, Cassie Sawyer, Caleb Shirk, Macie Smith, John Sprayberry, Linnea Stuart, Lauren Wagner, Wynn Waldbeser, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 15:46:49,Georgia,Yes,Compassion,No,Undecided,No,Personal interaction at National Convention,Open-mindedness,Individual,No,Hardly,Campaign merchandise,4-5,"Austin Blackard, Tara Beth Forehand, Nathaniel Olaires, Marco Pineda"
5/18/2021 15:47:32,Georgia,Yes,Perseverance,No,Undecided,Yes,Personal interaction at National Convention,Humility,Message,Yes,Hardly,Campaign team members,This is my first year,"Caroline Allen, Beth Berry, Noah Diaz, Gabrielle Erickson, Tara Beth Forehand, Caleb Griffin, Elise Hof, Lillian Savage, Cassie Sawyer, Jed Sicilia, Leah Wilson, Ethan Wright, Max Zepeda"
5/18/2021 15:49:21,Mississippi,Yes,Perseverance,No,Undecided,Yes,Personal interaction at National Convention,Kindness,Individual,Yes,Slightly,Campaign merchandise,2-3,"Walter Baldwin, Noah Diaz, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Griffin, Caleb Hahn, Caleb Knapp, Daniel McCarthy, Jamison Murabito, Grayson Sykes, Whitnie Yoder"
5/18/2021 15:53:32,Michigan,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,No,Campaign team outreach,Good listener,Individual,Yes,Slightly,Campaign team members,2-3,"Jeffrey Baker, Sarah Botti, Reese Chatman, Noah Diaz, Wyatt Dillard, Lara Doorn, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Caleb Griffin, Caleb Hahn, Trevor Harrison, Elise Hof, John Jordan, Caleb Knapp, Brooklyn Manning, Grant May, Jamison Murabito, Marco Pineda, Noah Powers, Lillian Savage, Cassie Sawyer, Luke Willson, Leah Wilson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 16:01:06,Texas,Yes,Vision,No,Undecided,Yes,Social media presence,Likeability/humor,Message,Yes,Not at all,Campaign merchandise,2-3,"Jake Brietzke, Isaac Cullum, Noah Kent, Max Zepeda"
5/18/2021 16:06:13,Alabama,Yes,Perseverance,No,Luke Willson/Noah Diaz,Yes,Performance during debates,Leads by example,Message,Yes,Very,Elections Hall Table Set-up,This is my first year,"Jeffrey Baker, Beth Berry, Noah Diaz, Luke Willson"
5/18/2021 16:09:24,Illinois,Yes,Compassion,Yes,Walt Baldwin/Cassie Sawyer,No,Performance during debates,Open-mindedness,Individual,No,Very,Campaign team members,4-5,"Walter Baldwin, Noah Diaz, Heidi Dillow, Tara Beth Forehand, Caleb Hahn"
5/18/2021 16:10:23,Virginia,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,No,Personal interaction at National Convention,Honesty,Message,No,Slightly,Campaign merchandise,This is my first year,"Noah Diaz, Wyatt Dillard, Eden Edwards, Myra Ehrenberg, Caleb Griffin, Brennan Roub, Luke Willson, Max Zepeda"
5/18/2021 16:10:50,Alaska,No,N/A,No,Undecided,Yes,Prior relationship with candidates,Likeability/humor,Individual,Yes,Hardly,Campaign team members,6+,"Caroline Allen, Heidi Dillow, Brock Freeland, Caleb Knapp, Tylah Lynn, Hannah Nelson"
5/18/2021 16:11:27,Virginia,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,No,Personal interaction at National Convention,Honesty,Message,No,Slightly,Campaign merchandise,This is my first year,"Noah Diaz, Wyatt Dillard, Eden Edwards, Myra Ehrenberg, Caleb Griffin, Brennan Roub, Luke Willson, Max Zepeda"
5/18/2021 16:14:19,Georgia,Yes,N/A,Yes,Tara Beth Forehand/Lydia Graham,No,Prior relationship with candidates,Kindness,Individual,Yes,Very,Social Media presence,6+,"Caroline Allen, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Isaac Cullum, Noah Diaz, Heidi Dillow, Eden Edwards, Evie Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Elise Hof, Caleb Knapp, Tylah Lynn, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Marco Pineda, Brennan Roub, Caleb Shirk, Macie Smith, John Sprayberry, Linnea Stuart, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 16:19:02,Texas,Yes,Perseverance,No,Undecided,Yes,,Leads by example,Message,Yes,Very,Campaign team members,6+,"Bruce Bigler, Madalyn Bizak, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Elise Hof, Madison Hunsucker, Daniel McCarthy, Hannah Nelson, Lillian Savage, John Sprayberry, Max Zepeda"
5/18/2021 16:23:05,Missouri,No,N/A,Yes,Elise Hof/Brock Freeland,Yes,Prior relationship with candidates,Honesty,Message,Yes,Very,Campaign team members,2-3,"Madalyn Bizak, Sarah Botti, Eden Edwards, Evie Erickson, Tara Beth Forehand, Brock Freeland, Elise Hof, Daniel McCarthy, Hannah Nelson, Lillian Savage, Corban Smith, Colton Taussig, Elizabeth Williams"
5/18/2021 16:26:09,Oklahoma,Yes,Compassion,No,Undecided,Yes,Performance during debates,Leads by example,Message,Yes,Very,Campaign merchandise,2-3,"Beth Berry, Sarah Botti, Tylah Lynn"
5/18/2021 16:27:16,Georgia,No,N/A,No,Undecided,Yes,Performance during debates,Leads by example,Message,Yes,Very,Campaign merchandise,4-5,"Austin Blackard, Noah Diaz, Caleb Knapp, Nathaniel Olaires, Marco Pineda, Chloe Jo Woodell"
5/18/2021 16:29:22,Texas,Yes,Perseverance,No,Elise Hof/Brock Freeland,Yes,Performance during debates,Confidence,Individual,Yes,Slightly,Campaign team members,2-3,"Jeffrey Baker, Walter Baldwin, Beth Berry, Bruce Bigler, Sarah Botti, Jake Brietzke, Reese Chatman, Noah Diaz, Wyatt Dillard, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Caleb Griffin, Caleb Hahn, Elise Hof, Madison Hunsucker, Noah Kent, Caleb Knapp, Brooklyn Manning, Grant May, Jamison Murabito, Noah Powers, Lillian Savage, Cassie Sawyer, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 16:30:28,Missouri,No,N/A,No,Elise Hof/Brock Freeland,Yes,Social media presence,Likeability/humor,Message,Yes,Very,Campaign team members,4-5,"Caroline Allen, Madalyn Bizak, Sarah Botti, Noah Diaz, Heidi Dillow, Lara Doorn, Evie Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Elise Hof, Daniel McCarthy, Lillian Savage, Corban Smith, Colton Taussig"
5/18/2021 16:32:01,South Dakota,Yes,Compassion,Yes,Ethan Wright/Lauren Wagner,Yes,Social media presence,Honesty,Message,Yes,Slightly,Elections Hall Table Set-up,2-3,"Noah Diaz, Tara Beth Forehand, Joseph Lasseter, Tylah Lynn, Daniel McCarthy, Lauren Wagner"
5/18/2021 16:37:12,Texas,No,N/A,No,Undecided,Yes,Prior relationship with candidates,Leads by example,Individual,No,Slightly,Campaign Posters,2-3,"Kinley Chapa, Noah Diaz, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Marisa Garcia, Caleb Griffin, Caleb Knapp, Brooklyn Manning, Grant May, Noah Powers, Cassie Sawyer, John Sprayberry, Sarah Strozier, Linnea Stuart, Luke Willson, Leah Wilson, Max Zepeda"
5/18/2021 16:37:19,Colorado,No,N/A,No,Undecided,Yes,Performance during debates,Likeability/humor,Message,Yes,Slightly,Social Media presence,2-3,"Walter Baldwin, Sarah Botti, Noah Diaz, Heidi Dillow, Evie Erickson, Tara Beth Forehand, Brock Freeland, Caleb Hahn, Elise Hof, Grant May, Cassie Sawyer, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 16:42:10,Georgia,Yes,Perseverance,No,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Kindness,Individual,Yes,Very,Campaign team members,2-3,"Jeffrey Baker, Beth Berry, Madalyn Bizak, Libby Bova, Reese Chatman, Noah Diaz, Lara Doorn, Eden Edwards, Myra Ehrenberg, Evie Erickson, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Griffin, Caleb Hahn, Elise Hof, Grant May, Daniel McCarthy, Nathaniel Olaires, Marco Pineda, Lillian Savage, John Sprayberry, Lauren Wagner, Wynn Waldbeser, Luke Willson, Chloe Jo Woodell, Whitnie Yoder"
5/18/2021 16:44:42,Florida,Yes,Vision,No,Luke Willson/Noah Diaz,Yes,Performance during debates,Leads by example,Individual,No,Hardly,Elections Hall Table Set-up,4-5,"Beth Berry, Madalyn Bizak, Sarah Botti, Jake Brietzke, Isaac Cullum, Noah Diaz, Lara Doorn, Evie Erickson, Tara Beth Forehand, Brock Freeland, Caleb Griffin, Caleb Hahn, Elise Hof, Caleb Knapp, Grant May, Daniel McCarthy, Jamison Murabito, Noah Powers, Brennan Roub, Caleb Shirk, Linnea Stuart, Lauren Wagner, Wynn Waldbeser, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 16:45:13,Texas,Yes,Compassion,Yes,Luke Willson/Noah Diaz,Yes,Prior relationship with candidates,Confidence,Individual,Yes,Slightly,Social Media presence,4-5,"Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Kinley Chapa, Reese Chatman, Isaac Cullum, Noah Diaz, Heidi Dillow, Eden Edwards, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Hahn, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Cassie Sawyer, Caleb Shirk, Corban Smith, Macie Smith, John Sprayberry, Linnea Stuart, Colton Taussig, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 16:48:01,Mississippi,No,N/A,No,Other,Yes,Prior relationship with candidates,Confidence,Message,No,Slightly,Campaign team members,2-3,Sarah Strozier
5/18/2021 16:57:44,Mississippi,Yes,Perseverance,No,Elise Hof/Brock Freeland,Yes,,Humility,Individual,Yes,Very,Campaign team members,4-5,"Caroline Allen, Walter Baldwin, Madalyn Bizak, Sarah Botti, Libby Bova, Reese Chatman, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Caleb Griffin, Caleb Hahn, Elise Hof, Madison Hunsucker, Nikolas Jones, John Jordan, Noah Kent, Caleb Knapp, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Marco Pineda, Lillian Savage, Rose Schumacher, Macie Smith, John Sprayberry, Grayson Sykes, Elizabeth Williams, Luke Willson, Whitnie Yoder, Max Zepeda"
5/18/2021 17:00:48,Mississippi,Yes,Vision,No,Undecided,Yes,Performance during debates,Leads by example,Individual,Yes,Slightly,Campaign team members,2-3,"Caroline Allen, Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Isaac Cullum, Noah Diaz, Wyatt Dillard, Heidi Dillow, Eden Edwards, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Griffin, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Joseph Lasseter, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Gideon Miller, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Marco Pineda, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, Corban Smith, Macie Smith, Grayson Sykes, Jacques Thibodeaux, Lauren Wagner, Elizabeth Williams, Luke Willson, Leah Wilson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 17:03:04,Alabama,No,Compassion,No,Tara Beth Forehand/Lydia Graham,Yes,Performance during debates,Leads by example,Message,Yes,Slightly,Campaign team members,2-3,"Tara Beth Forehand, Lydia Graham, Madison Hunsucker, Macie Smith, Chloe Jo Woodell"
5/18/2021 17:03:43,Mississippi,No,N/A,No,Undecided,Yes,Personal interaction at National Convention,Honesty,Message,No,Very,Campaign team members,2-3,"Walter Baldwin, Noah Diaz, Evie Erickson, Gabrielle Erickson, Lydia Graham, Caleb Griffin, Caleb Knapp, Tylah Lynn, Jamison Murabito, Sarah Strozier, Ethan Wright, Whitnie Yoder"
