Timestamp,State,Are you attending National Convention 2019?,Party,What do you value most in a candidate?,Which of these factors most influences your vote?,Vote,Which of these factors most greatly influences your decision to support a specific Presidential ticket?,How likely are you to change your mind or choose a Presidential ticket at National Convention? ,Do you currently plan to vote for any specific Representative or Senatorial candidates?,"Once elected, how involved in the Administration of the TeenPact nation should Representatives and Senators be?",Which of these candidates do you recognize?
5/16/2019 2:43:58,Massachusetts,Yes,Perseverance,Open-mindedness,Instagram page,Richardson/Benitez,Prior relationship with candidates,It's possible,Yes,Moderately involved,"Abby Murray, Anna Claire Williams, Biani Benitez, Braden Kanyur, Bradley Conrad, Briley Glisson, Caleb Shirk, Caroline Gould, Carter MacDonald, Chad Fryer, Chloe Carlson, Chloe Jo Woodell, David Gosz, Emma Freeland, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Libby Robinson, Lindsey Caba, Liz Daley, Logan Hancock, Luke Bieber, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Noah Diaz, Patrick Sullivan, Ryan Folmar, Taylor Migliore, Tessa Lynn, Toby Forehand"
,,,,,,,,,,,
5/16/2019 2:50:55,Texas,Yes,Compassion,Confidence,Elections Hall table setup,Robinson/Adams,Social media presence,It's possible,Yes,Very involved,"Abby Murray, Anna Claire Williams, Biani Benitez, Braden Kanyur, Bradley Conrad, Briley Glisson, Caleb Hahn, Caroline Gould, Charlie Hester, Chloe Carlson, Chloe Jo Woodell, David Gosz, Emma Freeland, Eva Reynolds, Grace Slack, Isaac Richardson, Josiah Wolfe, Kylee Brandon, Libby Robinson, Lindsey Caba, Luke Bieber, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Noah Diaz, Patrick Sullivan, Ryan Folmar, Spencer Graham, Taylor Migliore, Tessa Lynn, Toby Forehand"
,,,,,,,,,,,
5/16/2019 2:52:16,Nebraska,,N/A,Confidence,Instagram page,Undecided,Performance during debates,It's possible,Yes,Very involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Braden Kanyur, Bradley Conrad, Briley Glisson, Caleb Shirk, Caroline Gould, Carter MacDonald, Chad Fryer, Charlie Hester, Chloe Carlson, Chloe Jo Woodell, Daniel McCarthy, David Gosz, Emma Freeland, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Libby Robinson, Liz Daley, Logan Hancock, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Nathan Furlough, Olivia Banta, Patrick Sullivan, Peter Stephenson, Ryan Folmar, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 3:01:36,Georgia,Yes,Vision,Confidence,Instagram page,Undecided,Prior relationship with candidates,It's possible,Yes,Moderately involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Bradley Conrad, Briley Glisson, Caleb Shirk, Chad Fryer, Charlie Hester, Chloe Carlson, Chloe Jo Woodell, Daniel McCarthy, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Libby Robinson, Liz Daley, Logan Hancock, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Noah Kent, Patrick Sullivan, Ryan Folmar, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 3:11:56,Arizona,Yes,N/A,Honesty,Elections Hall table setup,Undecided,Personal interaction at National Convention,Very likely,Yes,Very involved,"Anna Adams, Biani Benitez, Braden Kanyur, Isaac Richardson, Madelyn McDonald, Toby Forehand"
,,,,,,,,,,,
5/16/2019 3:17:51,Georgia,No,N/A,Humor,Elections Hall table setup,Undecided,Prior relationship with candidates,It's possible,Yes,Slightly involved,"Meredith Durham, Toby Forehand"
,,,,,,,,,,,
5/16/2019 3:44:27,North Carolina,Yes,Vision,Humility,Instagram page,Forehand/McDonald,Prior relationship with candidates,Unlikely,Yes,Very involved,"Abby Murray, Anna Claire Williams, Braden Kanyur, Briley Glisson, Caleb Hahn, Caleb Shirk, Caroline Gould, Carter MacDonald, Chad Fryer, Charlie Hester, David Gosz, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Kylee Brandon, Logan Hancock, Luke Bieber, Madelyn McDonald, Meredith Durham, Nathan Furlough, Noah Diaz, Patrick Sullivan, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 3:45:18,Arkansas,No,N/A,Honesty,Instagram page,Forehand/McDonald,Personal interaction at National Convention,Very likely,Yes,Very involved,"Briley Glisson, Caroline Gould, Chad Fryer, Chloe Jo Woodell, Emma Freeland, Isaac Richardson, Josiah Wolfe, Libby Robinson, Logan Hancock, Lydia Smith, Maggie Megelsh, Nathan Furlough, Patrick Sullivan, Ryan Folmar, Toby Forehand"
,,,,,,,,,,,
5/16/2019 3:54:16,Florida,No,N/A,Humor,Campaign merchandise,Richardson/Benitez,Prior relationship with candidates,Out of the question,Yes,Very involved,"Abby Murray, Anna Claire Williams, Daniel McCarthy, Isaac Richardson, Logan Hancock, Patrick Sullivan"
,,,,,,,,,,,
5/16/2019 3:54:49,Georgia,No,Vision,Humility,Instagram page,Forehand/McDonald,,It's possible,Yes,Moderately involved,"Abby Murray, Anna Claire Williams, Biani Benitez, Blake Landry, Bradley Conrad, Briley Glisson, Caleb Shirk, Caroline Gould, Chad Fryer, Chloe Carlson, Chloe Jo Woodell, David Gosz, Emma Freeland, Isaac Richardson, Jonathan Crampton, Josiah Wolfe, Libby Robinson, Liz Daley, Logan Hancock, Luke Bieber, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Patrick Sullivan, Peter Stephenson, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 4:01:11,Illinois,No,N/A,Open-mindedness,Instagram page,Forehand/McDonald,Prior relationship with candidates,Very likely,Yes,Slightly involved,"Bradley Conrad, Grace Slack, Lindsey Caba, Luke Bieber, Nathan Furlough, Toby Forehand"
,,,,,,,,,,,
5/16/2019 4:07:58,Colorado,No,N/A,Honesty,Instagram page,Forehand/McDonald,Prior relationship with candidates,Unlikely,Yes,Very involved,"Abby Murray, Anna Claire Williams, Biani Benitez, Briley Glisson, Caleb Hahn, Caroline Gould, Carter MacDonald, Chad Fryer, Chloe Carlson, Eva Reynolds, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Kasey Cochran, Libby Robinson, Liz Daley, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Patrick Sullivan, Tessa Lynn, Toby Forehand"
,,,,,,,,,,,
5/16/2019 4:19:51,Tennessee,No,N/A,Humility,Instagram page,Undecided,Prior relationship with candidates,Out of the question,Yes,Moderately involved,"Emma Freeland, Jonathan Crampton, Lily Beall, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough"
,,,,,,,,,,,
5/16/2019 4:20:27,Nevada,Yes,Compassion,Honesty,Instagram page,Richardson/Benitez,Prior relationship with candidates,Unlikely,Yes,Slightly involved,"Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Briley Glisson, Caleb Hahn, Caleb Shirk, Caroline Gould, Chad Fryer, David Gosz, Emma Freeland, Isaac Richardson, Josiah Wolfe, Kylee Brandon, Libby Robinson, Logan Hancock, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Noah Diaz, Patrick Sullivan, Peter Stephenson, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 4:47:11,Nebraska,Yes,Perseverance,Confidence,Instagram page,Richardson/Benitez,Prior relationship with candidates,Unlikely,Yes,Moderately involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Bradley Conrad, Briley Glisson, Caleb Hahn, Caleb Shirk, Caroline Gould, Carter MacDonald, Chad Fryer, Chloe Carlson, Chloe Jo Woodell, David Gosz, Emma Freeland, Eva Reynolds, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Libby Robinson, Liz Daley, Logan Hancock, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Patrick Sullivan, Ryan Folmar, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 4:51:02,Ohio,Yes,Perseverance,Kindness,Instagram page,Richardson/Benitez,Campaign team outreach,Out of the question,Yes,Moderately involved,"Biani Benitez, Chloe Carlson, Emma Freeland, Isaac Richardson, Josiah Kolar, Nathan Furlough, Olivia Banta, Patrick Sullivan, Ryan Folmar, Toby Forehand"
,,,,,,,,,,,
5/16/2019 5:17:00,Texas,Yes,Vision,Kindness,Instagram page,Undecided,Personal interaction at National Convention,It's possible,Yes,Very involved,"Abby Murray, Anna Claire Williams, Biani Benitez, Blake Landry, Briley Glisson, Caroline Gould, Carter MacDonald, Chad Fryer, Chloe Carlson, David Gosz, David McElroy, Emma Freeland, Grace Slack, Isaac Richardson, Libby Robinson, Logan Hancock, Madelyn McDonald, Maggie Megelsh, Nick Alexakos, Patrick Sullivan, Toby Forehand"
,,,,,,,,,,,
5/16/2019 5:40:50,Arkansas,No,N/A,Honesty,Elections Hall table setup,Forehand/McDonald,Campaign team outreach,Very likely,Yes,Moderately involved,"Biani Benitez, Briley Glisson, Chad Fryer, Charlie Hester, Chloe Carlson, Chloe Jo Woodell, Eva Reynolds, Isaac Richardson, Libby Robinson, Logan Hancock, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Olivia Banta, Peter Stephenson, Toby Forehand"
,,,,,,,,,,,
5/16/2019 5:57:44,Arizona,Yes,Perseverance,Humility,,Richardson/Benitez,Prior relationship with candidates,Very likely,Yes,Moderately involved,"Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Bradley Conrad, Briley Glisson, Caroline Gould, Chad Fryer, David Gosz, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Libby Robinson, Lindsey Caba, Logan Hancock, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Matthias Haas, Patrick Sullivan, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 6:32:32,New Mexico,No,N/A,Open-mindedness,Instagram page,Forehand/McDonald,Social media presence,It's possible,Yes,Very involved,"Abby Murray, Anna Claire Williams, Blake Landry, Bradley Conrad, Briley Glisson, Caroline Gould, Charlie Hester, Daniel McCarthy, Emma Freeland, Isaac Richardson, Josiah Wolfe, Libby Robinson, Lindsey Caba, Madelyn McDonald, Maggie Megelsh, Noah Diaz, Patrick Sullivan, Toby Forehand"
,,,,,,,,,,,
5/16/2019 7:48:33,Oklahoma,Yes,Perseverance,Honesty,Instagram page,Richardson/Benitez,Prior relationship with candidates,Unlikely,Yes,Moderately involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Braden White, Bradley Conrad, Briley Glisson, Caleb Shirk, Caroline Gould, Chad Fryer, Charlie Hester, Chloe Carlson, Chloe Jo Woodell, David Gosz, Emma Freeland, Eva Reynolds, Isaac Richardson, Jonathan Crampton, Josiah Wolfe, Kasey Cochran, Kylee Brandon, Libby Robinson, Liz Daley, Logan Hancock, Luke Bieber, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Noah Kent, Olivia Banta, Patrick Sullivan, Spencer Graham, Taylor Migliore, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 12:33:18,Alabama,No,N/A,Confidence,Instagram page,Robinson/Adams,Social media presence,Unlikely,Yes,Very involved,"Bradley Conrad, Emma Freeland, Eva Reynolds, Libby Robinson"
,,,,,,,,,,,
5/16/2019 13:52:50,Florida,Yes,N/A,Humility,Instagram page,Forehand/McDonald,Prior relationship with candidates,Unlikely,Yes,Very involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Braden White, Bradley Conrad, Briley Glisson, Caleb Shirk, Caroline Gould, Chad Fryer, Charlie Hester, Chloe Carlson, Chloe Jo Woodell, Daniel McCarthy, David Gosz, Emma Freeland, Eva Reynolds, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Kasey Cochran, Kylee Brandon, Lauren Wagner, Libby Robinson, Liz Daley, Logan Hancock, Luke Bieber, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Nick Alexakos, Noah Kent, Olivia Banta, Patrick Sullivan, Peter Stephenson, Ryan Folmar, Spencer Graham, Taylor Migliore, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 13:33:31,Texas,Yes,Vision,Humility,Elections Hall table setup,Undecided,Personal interaction at National Convention,It's possible,Yes,Very involved,"Anna Claire Williams, Blake Landry, Bradley Conrad, Caleb Hahn, Carter MacDonald, Chad Fryer, Chloe Carlson, Daniel McCarthy, David Gosz, David McElroy, Josiah Wolfe, Kylee Brandon, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Olivia Banta, Patrick Sullivan, Ryan Folmar, Toby Forehand"
,,,,,,,,,,,
5/16/2019 14:05:14,Texas,Yes,Vision,Humility,Campaign merchandise,Robinson/Adams,Campaign team outreach,Very likely,Yes,Moderately involved,"Briley Glisson, Caroline Gould, Chad Fryer, Charlie Hester, Chloe Carlson, Chloe Jo Woodell, David Gosz, David McElroy, Jonathan Crampton, Libby Robinson, Logan Hancock, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Patrick Sullivan, Ryan Folmar, Toby Forehand"
,,,,,,,,,,,
5/16/2019 14:40:43,Mississippi,Yes,N/A,Open-mindedness,Campaign merchandise,Undecided,Social media presence,It's possible,Yes,Moderately involved,"Anna Adams, Anna Claire Williams, Biani Benitez, Briley Glisson, Caroline Gould, Charlie Hester, Daniel McCarthy, Emma Freeland, Isaac Richardson, Jonathan Crampton, Jonathan McCallum, Libby Robinson, Madelyn McDonald, Toby Forehand"
,,,,,,,,,,,
5/16/2019 14:54:41,Florida,Yes,Perseverance,Open-mindedness,Campaign merchandise,Robinson/Adams,Performance during debates,Unlikely,Yes,Very involved,"Abby Murray, Anna Adams, Anna Claire Williams, Blake Landry, Daniel McCarthy, Emma Freeland, Eva Reynolds, Isaac Richardson, Jonathan Crampton, Jonathan McCallum, Josiah Wolfe, Lauren Wagner, Logan Hancock, Maggie Megelsh, Patrick Sullivan"
,,,,,,,,,,,
5/16/2019 15:38:43,Misourri,Yes,Vision,Open-mindedness,Instagram page,Gwinn/Bieber,Prior relationship with candidates,Out of the question,Yes,Moderately involved,"Abby Murray, Andrew Gwinn, Anna Adams, Biani Benitez, Braden Kanyur, Caroline Gould, Carter MacDonald, Charlie Hester, Chloe Carlson, Chloe Jo Woodell, Emma Freeland, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Kasey Cochran, Kylee Brandon, Lindsey Caba, Luke Bieber, Madelyn McDonald, Noah Kent, Toby Forehand"
,,,,,,,,,,,
5/16/2019 15:54:02,Oklahoma,Yes,N/A,Kindness,Elections Hall table setup,Undecided,Prior relationship with candidates,Very likely,Yes,Moderately involved,"Abby Murray, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Braden White, Bradley Conrad, Briley Glisson, Caleb Shirk, Caroline Gould, Chad Fryer, Chloe Carlson, Daniel McCarthy, David Gosz, Emma Freeland, Eva Reynolds, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Kylee Brandon, Libby Robinson, Liz Daley, Logan Hancock, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Noah Kent, Olivia Banta, Patrick Sullivan, Peter Stephenson, Ryan Folmar, Taylor Migliore, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 15:59:59,South Dakota,No,N/A,Humor,Campaign merchandise,Richardson/Benitez,Prior relationship with candidates,It's possible,Yes,Moderately involved,"Anna Claire Williams, Biani Benitez, Bradley Conrad, Briley Glisson, Caleb Shirk, Caroline Gould, Chad Fryer, David Gosz, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Logan Hancock, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Patrick Sullivan"
,,,,,,,,,,,
5/16/2019 16:04:19,Nebraska,No,N/A,Humility,Instagram page,Richardson/Benitez,Prior relationship with candidates,It's possible,Yes,Moderately involved,"Biani Benitez, Caroline Gould, Chloe Jo Woodell, Isaac Richardson, Josiah Kolar, Madelyn McDonald, Meredith Durham, Noah Diaz, Toby Forehand"
,,,,,,,,,,,
5/16/2019 16:06:21,Louisiana,No,N/A,Humility,Instagram page,Undecided,Prior relationship with candidates,It's possible,Yes,Very involved,"Anna Claire Williams, Biani Benitez, Blake Landry, Briley Glisson, Chloe Carlson, Grace Slack, Isaac Richardson, Josiah Wolfe, Kylee Brandon, Libby Robinson, Lindsey Caba, Logan Hancock, Madelyn McDonald, Maggie Megelsh, Olivia Banta, Patrick Sullivan, Ryan Folmar, Toby Forehand"
,,,,,,,,,,,
5/16/2019 16:11:01,California,Yes,Perseverance,Humility,Campaign merchandise,Undecided,Campaign team outreach,Very likely,Yes,Moderately involved,"Anna Claire Williams, Biani Benitez, Braden Kanyur, Caroline Gould, Chloe Carlson, Eva Reynolds, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Kasey Cochran, Lily Beall, Nathan Furlough, Roam Hoskin, Spencer Graham"
,,,,,,,,,,,
5/16/2019 16:33:34,Oklahoma,Yes,Compassion,Open-mindedness,,Undecided,Personal interaction at National Convention,Very likely,Yes,Moderately involved,"Anna Claire Williams, Biani Benitez, Briley Glisson, Caroline Gould, David Gosz, Emma Freeland, Eva Reynolds, Isaac Richardson, Libby Robinson, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Matthias Haas, Nathan Furlough, Noah Diaz, Noah Kent, Patrick Sullivan, Spencer Graham, Toby Forehand"
,,,,,,,,,,,
5/16/2019 16:44:43,Texas,Yes,Vision,Confidence,Campaign posters,Forehand/McDonald,Prior relationship with candidates,Unlikely,Yes,Moderately involved,"Abby Murray, Anna Adams, Anna Claire Williams, Biani Benitez, Briley Glisson, Caleb Hahn, Chloe Carlson, Emma Freeland, Eva Reynolds, Isaac Richardson, Libby Robinson, Liz Daley, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Ryan Folmar, Tessa Lynn, Toby Forehand"
,,,,,,,,,,,
5/16/2019 16:59:47,Virginia,Yes,Vision,Humility,Instagram page,Forehand/McDonald,Performance during debates,It's possible,Yes,Very involved,"Abby Murray, Andrew Gwinn, Anna Claire Williams, Biani Benitez, Braden Kanyur, Briley Glisson, Caleb Hahn, Caroline Gould, Carter MacDonald, Chad Fryer, Charlie Hester, Emma Freeland, Eva Reynolds, Grace Slack, Isaac Richardson, Josiah Kolar, Josiah Wolfe, Kasey Cochran, Kylee Brandon, Libby Robinson, Lindsey Caba, Liz Daley, Logan Hancock, Luke Bieber, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Matthias Haas, Meredith Durham, Nathan Furlough, Noah Diaz, Noah Kent, Patrick Sullivan, Ryan Folmar, Taylor Migliore, Toby Forehand"
,,,,,,,,,,,
5/16/2019 17:32:56,Nebraska,No,N/A,Honesty,Instagram page,Richardson/Benitez,Prior relationship with candidates,It's possible,Yes,Very involved,"Abby Murray, Andrew Gwinn, Biani Benitez, Bradley Conrad, Briley Glisson, Caleb Hahn, Caroline Gould, Carter MacDonald, Chloe Carlson, Chloe Jo Woodell, David McElroy, Emma Freeland, Eva Reynolds, Grace Slack, Isaac Richardson, Josiah Kolar, Kylee Brandon, Lindsey Caba, Liz Daley, Luke Bieber, Meredith Durham, Nathan Furlough, Noah Diaz, Noah Kent, Patrick Sullivan, Spencer Graham, Toby Forehand"
,,,,,,,,,,,
5/16/2019 18:28:58,Oregon,No,Vision,Humility,Campaign merchandise,Other,Performance during debates,It's possible,Yes,Very involved,"Patrick Sullivan, Toby Forehand"
,,,,,,,,,,,
5/16/2019 18:46:24,Arizona,No,N/A,Honesty,Instagram page,Richardson/Benitez,Prior relationship with candidates,Unlikely,Yes,Moderately involved,"Anna Claire Williams, Braden Kanyur, Caroline Gould, Daniel McCarthy, David Gosz, Isaac Richardson, Logan Hancock, Maggie Megelsh, Noah Diaz, Patrick Sullivan, Tessa Lynn, Toby Forehand"
,,,,,,,,,,,
5/16/2019 19:01:40,Nebraska,Yes,Perseverance,Humility,Elections Hall table setup,Richardson/Benitez,Prior relationship with candidates,It's possible,Yes,Very involved,"Biani Benitez, Isaac Richardson, Josiah Kolar"
,,,,,,,,,,,
5/16/2019 19:51:29,New Mexico,Yes,Vision,Open-mindedness,Instagram page,Richardson/Benitez,Prior relationship with candidates,Unlikely,Yes,Very involved,"Anna Claire Williams, Biani Benitez, Blake Landry, Briley Glisson, Caleb Shirk, Caroline Gould, Chad Fryer, David Gosz, Emma Freeland, Isaac Richardson, Josiah Wolfe, Luke Bieber, Ryan Folmar, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 19:58:06,Maine,No,N/A,Honesty,Instagram page,Richardson/Benitez,Campaign team outreach,Out of the question,Yes,Very involved,"Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Briley Glisson, Caleb Shirk, Caroline Gould, Carter MacDonald, Chad Fryer, Chloe Carlson, Chloe Jo Woodell, David Gosz, Emma Freeland, Eva Reynolds, Isaac Richardson, Josiah Kolar, Josiah Wolfe, Libby Robinson, Liz Daley, Logan Hancock, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Patrick Sullivan, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 20:03:26,California,No,N/A,Confidence,Instagram page,Undecided,Performance during debates,Very likely,Yes,Very involved,"Anna Claire Williams, Patrick Sullivan"
,,,,,,,,,,,
5/16/2019 20:17:00,Illinois,Yes,Perseverance,Humility,Elections Hall table setup,Undecided,Prior relationship with candidates,Very likely,Yes,Moderately involved,"Noah Diaz, Roam Hoskin"
,,,,,,,,,,,
5/16/2019 20:40:08,Virginia,Yes,Vision,Honesty,Instagram page,Forehand/McDonald,Performance during debates,Unlikely,Yes,Very involved,"Abby Murray, Anna Claire Williams, Biani Benitez, Bradley Conrad, Carter MacDonald, Chad Fryer, Emma Freeland, Eva Reynolds, Isaac Richardson, Josiah Kolar, Kasey Cochran, Libby Robinson, Liz Daley, Logan Hancock, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Nick Alexakos, Patrick Sullivan, Taylor Migliore, Toby Forehand"
,,,,,,,,,,,
5/16/2019 20:49:58,Louisiana,Yes,Perseverance,Open-mindedness,Elections Hall table setup,Caba/Slack,Personal interaction at National Convention,Out of the question,Yes,Very involved,"Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Caleb Hahn, Caroline Gould, Carter MacDonald, Charlie Hester, Daniel McCarthy, David Gosz, Emma Freeland, Eva Reynolds, Grace Slack, Isaac Richardson, Libby Robinson, Lindsey Caba, Luke Bieber, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Noah Diaz, Patrick Sullivan, Toby Forehand"
,,,,,,,,,,,
5/16/2019 20:51:20,Louisiana,Yes,Perseverance,Open-mindedness,Elections Hall table setup,Caba/Slack,Personal interaction at National Convention,Out of the question,Yes,Very involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Caleb Hahn, Caroline Gould, Daniel McCarthy, Emma Freeland, Eva Reynolds, Grace Slack, Isaac Richardson, Libby Robinson, Lindsey Caba, Luke Bieber, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Noah Diaz, Patrick Sullivan, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 21:03:12,Florida,Yes,Compassion,Honesty,Elections Hall table setup,Richardson/Benitez,Performance during debates,Unlikely,Yes,Very involved,"Abby Murray, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Bradley Conrad, Briley Glisson, Caleb Shirk, Caroline Gould, Carter MacDonald, Chad Fryer, Charlie Hester, Chloe Carlson, Chloe Jo Woodell, Daniel McCarthy, David Gosz, Emma Freeland, Grace Slack, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Kylee Brandon, Libby Robinson, Lindsey Caba, Liz Daley, Logan Hancock, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Noah Diaz, Noah Kent, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 21:50:07,North Carolina,Yes,Vision,Open-mindedness,Instagram page,Richardson/Benitez,Personal interaction at National Convention,Unlikely,Yes,Moderately involved,"Abby Murray, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Briley Glisson, Caroline Gould, Carter MacDonald, Chad Fryer, Charlie Hester, Chloe Carlson, Daniel McCarthy, Emma Freeland, Eva Reynolds, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Kylee Brandon, Libby Robinson, Liz Daley, Logan Hancock, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Noah Diaz, Patrick Sullivan, Ryan Folmar, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 22:07:55,Ohio,Yes,Compassion,Humility,Campaign merchandise,Forehand/McDonald,Prior relationship with candidates,It's possible,Yes,Very involved,"Abby Murray, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Briley Glisson, Caleb Hahn, Caleb Shirk, Caroline Gould, Chad Fryer, Chloe Carlson, Chloe Jo Woodell, David Gosz, Emma Freeland, Eva Reynolds, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Kylee Brandon, Libby Robinson, Liz Daley, Logan Hancock, Madelyn McDonald, Maggie Megelsh, Nathan Furlough, Noah Diaz, Noah Kent, Olivia Banta, Patrick Sullivan, Peter Stephenson, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 22:19:07,Tennessee,Yes,Vision,Honesty,Instagram page,Richardson/Benitez,Prior relationship with candidates,Unlikely,Yes,Very involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Bradley Conrad, Briley Glisson, Caleb Hahn, Caroline Gould, Carter MacDonald, Chad Fryer, Charlie Hester, Chloe Carlson, Chloe Jo Woodell, Daniel McCarthy, David Gosz, Emma Freeland, Eva Reynolds, Grace Slack, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Kasey Cochran, Kylee Brandon, Libby Robinson, Lily Beall, Lindsey Caba, Liz Daley, Logan Hancock, Luke Bieber, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Noah Diaz, Noah Kent, Olivia Banta, Patrick Sullivan, Peter Stephenson, Ryan Folmar, Taylor Migliore, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/17/2019 0:41:31,Oklahoma,Yes,Vision,Humility,Elections Hall table setup,Forehand/McDonald,Prior relationship with candidates,Unlikely,Yes,Moderately involved,"Briley Glisson, Caleb Hahn, Caroline Gould, Carter MacDonald, David Gosz, Madelyn McDonald, Noah Kent, Spencer Graham, Toby Forehand"
,,,,,,,,,,,
